idPago;Banc;Formapago;Data;dia;mes;any;Categoria;Concepte;Import;pagat
418;BBVA;Compte;27/04/2025;27;abril;2025;varis;Jubilats Enric;12.0;pagat
419;BBVA;Compte;28/04/2025;28;abril;2025;despesa_general;Crädit Cotxe;337.14;pagat
420;BBVA;Compte;28/04/2025;28;abril;2025;despesa_general;Hipoteca;489.43;pagat
421;BBVA;Compte;30/04/2025;30;abril;2025;menjar;El Corte InglÇs;100.65;pagat
422;Efectiu;;01/05/2025;1;mayo;2025;despesa_general;Lloguer Parking;55.0;pagat
423;BBVA;Compte;01/05/2025;1;mayo;2025;despesa_general;Endesa;51.12;pagat
424;BBVA;Compte;02/05/2025;2;mayo;2025;despesa_general;Ocaso;27.54;pagat
425;BBVA;Compte;04/05/2025;4;mayo;2025;despesa_general;Piscina;66.52;pagat
426;LaCaixa;Compte;05/05/2025;5;mayo;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
427;BBVA;Compte;05/05/2025;5;mayo;2025;despesa_general;PJ Isabel;210.0;pagat
428;BBVA;Compte;07/05/2025;7;mayo;2025;asseguranáa;DP MP Mireia;21.62;pagat
429;BBVA;Compte;07/05/2025;7;mayo;2025;asseguranáa;DP Morts Enric;16.0;pagat
430;BBVA;Compte;07/05/2025;7;mayo;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
431;BBVA;Compte;12/05/2025;12;mayo;2025;despesa_general;Aigua;77.56;pagat
432;BBVA;VISA;15/05/2025;15;mayo;2025;manteniment;Reparacions cotxe;283.2;pagat
433;BBVA;Compte;17/05/2025;17;mayo;2025;despesa_general;Lowi;26.45;pagat
434;BBVA;Compte;28/05/2025;28;mayo;2025;despesa_general;Crädit Cotxe;337.14;pagat
435;BBVA;Compte;28/05/2025;28;mayo;2025;despesa_general;Hipoteca;489.43;pagat
436;BBVA;Compte;30/05/2025;30;mayo;2025;Parallar;Compra mïbil;150.0;pagat
437;BBVA;Compte;31/05/2025;31;mayo;2024;despesa_general;Crädit Cotxe;0.0;pagat
438;Efectiu;;31/05/2025;31;mayo;2025;varis;Regal;600.0;pagat
439;Efectiu;;01/06/2025;1;junio;2025;despesa_general;Lloguer Parking;55.0;pagat
440;BBVA;Compte;01/06/2025;1;junio;2025;despesa_general;Endesa;23.33;pagat
441;BBVA;Compte;02/06/2025;2;junio;2025;despesa_general;Ocaso;27.54;pagat
442;BBVA;Däbit;03/06/2025;3;junio;2025;asseguranáa;Asseguranáa Cotxe;270.29;pagat
443;BBVA;Compte;04/06/2025;4;junio;2025;despesa_general;Piscina;66.52;pagat
444;LaCaixa;Compte;05/06/2025;5;junio;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
445;BBVA;Compte;05/06/2025;5;junio;2025;despesa_general;PJ Isabel;210.0;pagat
446;BBVA;Compte;07/06/2025;7;junio;2025;asseguranáa;DP MP Mireia;21.62;pagat
447;BBVA;Compte;07/06/2025;7;junio;2025;asseguranáa;DP Morts Enric;16.0;pagat
448;BBVA;Compte;07/06/2025;7;junio;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
449;BBVA;Compte;16/06/2025;16;junio;2025;despesa_general;Lowi;39.4;pagat
450;BBVA;Compte;28/06/2025;28;junio;2025;despesa_general;Crädit Cotxe;337.14;pagat
451;BBVA;Compte;28/06/2025;28;junio;2025;despesa_general;Hipoteca;489.43;pagat
452;BBVA;Compte;30/06/2025;30;junio;2025;op_banc;Amortitzaci¢;0.0;pagat
453;BBVA;Compte;30/06/2025;30;junio;2025;roba;El Corte InglÇs;183.0;pagat
454;Efectiu;;01/07/2025;1;julio;2025;despesa_general;Lloguer Parking;55.0;pagat
455;BBVA;Compte;01/07/2025;1;julio;2025;despesa_general;Endesa;22.49;pagat
456;BBVA;Compte;02/07/2025;2;julio;2025;despesa_general;Ocaso;27.54;pagat
457;BBVA;Compte;04/07/2025;4;julio;2025;despesa_general;Piscina;90.28;pagat
458;LaCaixa;Compte;05/07/2025;5;julio;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
459;BBVA;Compte;05/07/2025;5;julio;2025;despesa_general;PJ Isabel;210.0;pagat
460;BBVA;Compte;07/07/2025;7;julio;2025;asseguranáa;DP MP Mireia;21.62;pagat
461;BBVA;Compte;07/07/2025;7;julio;2025;asseguranáa;DP Morts Enric;16.0;pagat
462;BBVA;Compte;07/07/2025;7;julio;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
463;BBVA;Compte;17/07/2025;17;julio;2025;despesa_general;Lowi;38.85;pagat
464;Efectiu;;24/07/2025;24;julio;2025;proveidor;Prolab;52.0;pagat
465;BBVA;Compte;28/07/2025;28;julio;2025;despesa_general;Crädit Cotxe;337.14;pagat
466;BBVA;Compte;28/07/2025;28;julio;2025;despesa_general;Hipoteca;489.43;pagat
467;Efectiu;;01/08/2025;1;agosto;2025;despesa_general;Lloguer Parking;55.0;pagat
468;BBVA;Compte;01/08/2025;1;agosto;2025;despesa_general;Endesa;28.71;pagat
469;BBVA;Compte;02/08/2025;2;agosto;2025;despesa_general;Ocaso;27.54;pagat
470;BBVA;Compte;04/08/2025;4;agosto;2025;despesa_general;Piscina;90.28;pagat
471;LaCaixa;Compte;05/08/2025;5;agosto;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
472;BBVA;Compte;05/08/2025;5;agosto;2025;despesa_general;PJ Isabel;210.0;pagat
473;BBVA;Compte;07/08/2025;7;agosto;2025;asseguranáa;DP MP Mireia;21.62;pagat
474;BBVA;Compte;07/08/2025;7;agosto;2025;asseguranáa;DP Morts Enric;16.0;pagat
475;BBVA;Compte;07/08/2025;7;agosto;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
476;BBVA;VISA;07/08/2025;7;agosto;2025;varis;Certificat/registre;50.0;pagat
477;BBVA;Compte;12/08/2025;12;agosto;2025;despesa_general;Aigua;70.76;pagat
478;BBVA;Compte;17/08/2025;17;agosto;2025;despesa_general;Lowi;34.79;pagat
479;BBVA;Compte;28/08/2025;28;agosto;2025;despesa_general;Crädit Cotxe;337.14;pagat
480;BBVA;Compte;28/08/2025;28;agosto;2025;despesa_general;Hipoteca;489.43;pagat
481;Efectiu;;01/09/2025;1;septiembre;2025;despesa_general;Lloguer Parking;55.0;pagat
482;BBVA;Compte;01/09/2025;1;septiembre;2025;despesa_general;Endesa;29.91;pagat
483;BBVA;Compte;02/09/2025;2;septiembre;2025;despesa_general;Ocaso;27.54;pagat
484;BBVA;Compte;04/09/2025;4;septiembre;2025;despesa_general;Piscina;90.28;pagat
485;LaCaixa;Compte;05/09/2025;5;septiembre;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
486;BBVA;Compte;05/09/2025;5;septiembre;2025;despesa_general;PJ Isabel;210.0;pagat
487;BBVA;Compte;07/09/2025;7;septiembre;2025;asseguranáa;DP MP Mireia;21.62;pagat
488;BBVA;Compte;07/09/2025;7;septiembre;2025;asseguranáa;DP Morts Enric;16.0;pagat
489;BBVA;Compte;07/09/2025;7;septiembre;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
490;BBVA;Compte;17/09/2025;17;septiembre;2025;despesa_general;Lowi;39.49;pagat
491;BBVA;Compte;28/09/2025;28;septiembre;2025;despesa_general;Crädit Cotxe;337.14;pagat
492;BBVA;Compte;28/09/2025;28;septiembre;2025;despesa_general;Hipoteca;489.43;pagat
493;Efectiu;;01/10/2025;1;octubre;2025;despesa_general;Lloguer Parking;55.0;pagat
494;BBVA;Compte;01/10/2025;1;octubre;2025;despesa_general;Endesa;27.5;pagat
495;BBVA;Compte;02/10/2025;2;octubre;2025;despesa_general;Ocaso;27.54;pagat
496;BBVA;Compte;04/10/2025;4;octubre;2025;despesa_general;Piscina;90.28;pagat
497;LaCaixa;Compte;05/10/2025;5;octubre;2025;despesa_general;Ajunt. Arb£cies;29.23;pagat
498;BBVA;Compte;05/10/2025;5;octubre;2025;despesa_general;PJ Isabel;220.5;pagat
499;BBVA;Compte;07/10/2025;7;octubre;2025;asseguranáa;DP MP Mireia;21.62;pagat
500;BBVA;Compte;07/10/2025;7;octubre;2025;asseguranáa;DP Morts Enric;16.0;pagat
501;BBVA;Compte;07/10/2025;7;octubre;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
502;BBVA;Compte;17/10/2025;17;octubre;2025;despesa_general;Lowi;38.85;pagat
503;BBVA;Compte;28/10/2025;28;octubre;2025;despesa_general;Crädit Cotxe;337.14;pagat
504;BBVA;Compte;28/10/2025;28;octubre;2025;despesa_general;Hipoteca;489.43;pagat
505;Efectiu;;01/11/2025;1;noviembre;2025;despesa_general;Lloguer Parking;55.0;pagat
506;BBVA;Compte;01/11/2025;1;noviembre;2025;despesa_general;Endesa;38.27;pagat
507;BBVA;Compte;02/11/2025;2;noviembre;2025;despesa_general;Ocaso;27.54;pagat
508;BBVA;Compte;04/11/2025;4;noviembre;2025;despesa_general;Piscina;90.28;pagat
509;LaCaixa;Compte;05/11/2025;5;noviembre;2025;despesa_general;Ajunt. Arb£cies;29.23;pagat
510;BBVA;Compte;05/11/2025;5;noviembre;2025;despesa_general;PJ Isabel;220.5;pagat
511;BBVA;Compte;07/11/2025;7;noviembre;2025;asseguranáa;DP MP Mireia;21.62;pagat
512;BBVA;Compte;07/11/2025;7;noviembre;2025;asseguranáa;DP Morts Enric;16.0;pagat
513;BBVA;Compte;07/11/2025;7;noviembre;2025;asseguranáa;BBVA Asseg. Casa;40.48;pagat
514;BBVA;Compte;12/11/2025;12;noviembre;2025;despesa_general;Aigua;60.7;pagat
515;BBVA;Compte;17/11/2025;17;noviembre;2025;despesa_general;Lowi;34.69;pagat
516;BBVA;Compte;28/11/2025;28;noviembre;2025;despesa_general;Crädit Cotxe;337.14;pagat
517;BBVA;Compte;28/11/2025;28;noviembre;2025;despesa_general;Hipoteca;489.43;pagat
518;Efectiu;;01/12/2025;1;diciembre;2025;despesa_general;Lloguer Parking;55.0;pagat
519;BBVA;Compte;01/12/2025;1;diciembre;2025;despesa_general;Endesa;37.35;pagat
520;BBVA;Compte;02/12/2025;2;diciembre;2025;despesa_general;Ocaso;27.54;pagat
521;BBVA;Compte;04/12/2025;4;diciembre;2025;despesa_general;Piscina;90.28;pagat
522;LaCaixa;Compte;05/12/2025;5;diciembre;2025;despesa_general;Ajunt. Arb£cies;29.23;pagat
523;BBVA;Compte;05/12/2025;5;diciembre;2025;despesa_general;PJ Isabel;220.5;pagat
524;BBVA;Compte;07/12/2025;7;diciembre;2025;asseguranáa;DP MP Mireia;21.62;pagat
525;BBVA;Compte;07/12/2025;7;diciembre;2025;asseguranáa;DP Morts Enric;16.3;pagat
526;BBVA;Compte;07/12/2025;7;diciembre;2025;asseguranáa;BBVA Asseg. Casa;42.34;pagat
527;BBVA;Compte;17/12/2025;17;diciembre;2025;despesa_general;Lowi;38.95;pagat
528;BBVA;Compte;28/12/2025;28;diciembre;2025;despesa_general;Crädit Cotxe;337.14;pagat
529;BBVA;Compte;28/12/2025;28;diciembre;2025;despesa_general;Hipoteca;489.43;pagat
530;Efectiu;;01/01/2026;1;enero;2026;despesa_general;Lloguer Parking;55.0;pagat
531;BBVA;Compte;01/01/2026;1;enero;2026;despesa_general;Endesa;65.88;pagat
532;BBVA;Compte;02/01/2026;2;enero;2026;despesa_general;Ocaso;29.33;pagat
533;BBVA;Compte;04/01/2026;4;enero;2026;despesa_general;Piscina;90.28;pagat
534;LaCaixa;Compte;05/01/2026;5;enero;2026;despesa_general;Ajunt. Arb£cies;68.46;pagat
535;BBVA;Compte;05/01/2026;5;enero;2026;despesa_general;PJ Isabel;220.5;pagat
536;BBVA;Compte;07/01/2026;7;enero;2026;asseguranáa;DP MP Mireia;21.62;pagat
537;BBVA;Compte;07/01/2026;7;enero;2026;asseguranáa;DP Morts Enric;16.0;pagat
538;BBVA;Compte;07/01/2026;7;enero;2026;asseguranáa;BBVA Asseg. Casa;42.34;pagat
539;BBVA;Compte;15/01/2026;15;enero;2026;op_banc;Amortitzaci¢;0.0;pagat
540;BBVA;Compte;19/01/2026;19;enero;2026;despesa_general;Lowi;35.9;pagat
541;BBVA;Compte;28/01/2026;28;enero;2026;despesa_general;Crädit Cotxe;337.14;pagat
542;BBVA;Compte;31/01/2026;31;enero;2026;despesa_general;Hipoteca;489.43;pagat
543;Efectiu;;01/02/2026;1;febrero;2026;despesa_general;Lloguer Parking;55.0;pagat
544;BBVA;Compte;01/02/2026;1;febrero;2026;despesa_general;Endesa;90.46;pagat
545;BBVA;Compte;02/02/2026;2;febrero;2026;despesa_general;Ocaso;28.89;pagat
546;BBVA;Compte;04/02/2026;4;febrero;2026;despesa_general;Piscina;90.28;pagat
547;LaCaixa;Compte;05/02/2026;5;febrero;2026;despesa_general;Ajunt. Arb£cies;68.46;pagat
548;BBVA;Compte;05/02/2026;5;febrero;2026;despesa_general;PJ Isabel;220.5;pagat
549;BBVA;Compte;07/02/2026;7;febrero;2026;asseguranáa;DP MP Mireia;21.62;pagat
550;BBVA;Compte;07/02/2026;7;febrero;2026;asseguranáa;DP Morts Enric;17.96;pagat
551;BBVA;Compte;07/02/2026;7;febrero;2026;asseguranáa;BBVA Asseg. Casa;42.34;pagat
552;BBVA;Compte;19/02/2026;19;febrero;2026;despesa_general;Lowi;35.9;pagat
553;BBVA;Compte;28/02/2026;28;febrero;2026;despesa_general;Crädit Cotxe;337.14;pagat
554;BBVA;Compte;28/02/2026;28;febrero;2026;despesa_general;Hipoteca;489.43;pagat
555;Efectiu;;01/03/2026;1;marzo;2026;despesa_general;Lloguer Parking;55.0;pagat
